job_id,title_clean,company_clean,location_clean,role_category,remote_type,source,category,job_type,publication_date,salary,url,collected_at
adzuna_5670372121,IT Business Analyst,Manulife,"Waterloo region, Ontario",Business Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5670372121?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5329700170,Business Analyst & Researcher,Targeted Talent,"Greater Vancouver, British Columbia",Business Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5329700170?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5636568883,eCommerce & Business Analyst,Kraft Heinz,"Greater Vancouver, British Columbia",Business Analyst,Not Specified,Adzuna,Customer Services Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5636568883?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5359434857,Junior Business Analyst,Insight Global,"Toronto, Ontario",Business Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5359434857?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5615926009,Endur Business Analyst,Exadel,Canada,Business Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5615926009?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5718877147,Senior Business Analyst,BMO,"Toronto, Ontario",Business Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5718877147?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5702923827,Technical Business Analyst,Virtusa,"Toronto, Ontario",Business Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5702923827?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5723411164,Senior Business Analyst,3Pillar,Canada,Business Analyst,Not Specified,Adzuna,IT Jobs,contract,,135200 - 156000,https://www.adzuna.ca/details/5723411164?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5710236382,Business Analyst & Researcher,Targeted Talent,"Langley, Greater Vancouver",Business Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5710236382?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5710239374,Business Analyst & Researcher,Targeted Talent,"New Westminster, Greater Vancouver",Business Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5710239374?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5710225545,Business Analyst & Researcher,Targeted Talent,"Richmond, Elgin region",Business Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5710225545?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5710216337,Business Analyst & Researcher,Targeted Talent,"Coquitlam, Greater Vancouver",Business Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5710216337?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5710222251,Business Analyst & Researcher,Targeted Talent,"Abbotsford, Fraser Valley",Business Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5710222251?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5710225724,Business Analyst & Researcher,Targeted Talent,"Delta, Leeds and Grenville",Business Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5710225724?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5707029468,Payroll/Business Analyst,Magris Talc,"Timmins, Cochrane region",Business Analyst,Not Specified,Adzuna,Accounting & Finance Jobs,Not Specified,,65000 - 80000,https://www.adzuna.ca/details/5707029468?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5710223022,Business Analyst & Researcher,Targeted Talent,"North Vancouver, Greater Vancouver",Business Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5710223022?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5710216905,Business Analyst & Researcher,Targeted Talent,"Surrey, Greater Vancouver",Business Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5710216905?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5710222956,Business Analyst & Researcher,Targeted Talent,"Burnaby, Greater Vancouver",Business Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5710222956?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5710222464,Business Analyst & Researcher,Targeted Talent,"Vancouver, Greater Vancouver",Business Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5710222464?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5647667434,Finance Business Analyst (Business Transformation),Discover Your Next Opportunity Below,"Concord, York region",Business Analyst,Not Specified,Adzuna,Accounting & Finance Jobs,Not Specified,,102090 - 130000,https://www.adzuna.ca/details/5647667434?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5723869376,Business Analyst - Financial Services,Tech Talent International,"Montréal, Québec",Business Analyst,Hybrid,Adzuna,IT Jobs,permanent,,None - None,https://www.adzuna.ca/details/5723869376?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5708774946,Business Analyst - Retail Banking,Astra North Infoteck Inc.,"Toronto, Ontario",Business Analyst,Not Specified,Adzuna,IT Jobs,contract,,10000 - None,https://www.adzuna.ca/details/5708774946?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5716544427,IT Business Analyst - Aviation,Digital,Canada,Business Analyst,Not Specified,Adzuna,IT Jobs,contract,,None - None,https://www.adzuna.ca/details/5716544427?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5708774945,Business Analyst - Application Security,Astra North Infoteck Inc.,"Calgary, Calgary region",Business Analyst,Not Specified,Adzuna,IT Jobs,contract,,10000 - None,https://www.adzuna.ca/details/5708774945?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5719118554,IT Technical Business Analyst,Upstaff,"Lake District, Edmonton",Business Analyst,On-site,Adzuna,IT Jobs,contract,,None - None,https://www.adzuna.ca/details/5719118554?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5707869784,Business Analyst - Banking Regulatory,Astra North Infoteck Inc.,"Toronto, Ontario",Business Analyst,Hybrid,Adzuna,IT Jobs,contract,,10000 - None,https://www.adzuna.ca/details/5707869784?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5714256547,Bilingual IT Business Analyst,Maarut,"Montréal East, Montréal",Business Analyst,Not Specified,Adzuna,IT Jobs,contract,,None - None,https://www.adzuna.ca/details/5714256547?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5719118532,IT Technical Business Analyst,SereneAid,"West Edmonton Mall, Edmonton",Business Analyst,On-site,Adzuna,IT Jobs,contract,,None - None,https://www.adzuna.ca/details/5719118532?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5725918245,Business Analyst - Remote / Telecommute,CYNET SYSTEMS,"Edmonton, Edmonton region",Business Analyst,Remote,Adzuna,IT Jobs,Not Specified,,166400 - 166400,https://www.adzuna.ca/details/5725918245?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5702671642,Strategic Sourcing Business Analyst,New Flyer,"Winnipeg region, Manitoba",Business Analyst,Hybrid,Adzuna,Engineering Jobs,contract,,None - None,https://www.adzuna.ca/details/5702671642?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5679993969,RQ00582 - Sr. Business Analyst,Source Code,"Toronto, Ontario",Business Analyst,Hybrid,Adzuna,IT Jobs,contract,,None - None,https://www.adzuna.ca/details/5679993969?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5706471215,Business Analyst - Analytics & Insights,Roadpost,"Swansea, City of Toronto",Business Analyst,Remote,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5706471215?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5721351342,BA - 810 - Business Analyst,Maarut,"Transcona, Winnipeg",Business Analyst,Not Specified,Adzuna,IT Jobs,contract,,120000 - 120000,https://www.adzuna.ca/details/5721351342?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5721351339,BA - 980 - Business Analyst,Maarut,"Transcona, Winnipeg",Business Analyst,Not Specified,Adzuna,IT Jobs,contract,,120000 - 120000,https://www.adzuna.ca/details/5721351339?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5715621701,Senior ERP Business Analyst,Techo-Bloc,"Saint-Hubert, Champlain",Business Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5715621701?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5427280453,Senior Business Analyst - Sharepoint,Workhoppers,"London, Middlesex",Business Analyst,Remote,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5427280453?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5710995678,Business Analyst with Banking/Financial,Jay Analytix,"Halifax, Halifax region",Business Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5710995678?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5710984869,Business Analyst (Equity Derivatives),Jay Analytix,"Toronto, Ontario",Business Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5710984869?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5702433273,Intermediate to Senior Business Analyst,Recruitment Partners,"Edmonton, Edmonton region",Business Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5702433273?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5726704934,Business Analyst - Investment Banking,Tech Talent International,"Montréal, Québec",Business Analyst,Not Specified,Adzuna,IT Jobs,permanent,,None - None,https://www.adzuna.ca/details/5726704934?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5723249946,Business Analyst - Commercial & Industrial,Hillman,"Toronto, Ontario",Business Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,70000 - 80000,https://www.adzuna.ca/details/5723249946?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5719001814,Senior Business Analyst (PL797),Paralucent,"Toronto, Ontario",Business Analyst,Not Specified,Adzuna,IT Jobs,contract,,None - None,https://www.adzuna.ca/details/5719001814?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5205028139,25-090 - Business Analysts,Morson,"Pickering, Durham region",Business Analyst,Remote,Adzuna,IT Jobs,contract,,124800 - 145600,https://www.adzuna.ca/details/5205028139?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5262969456,25-109 Business Analyst,Morson,"Toronto, Ontario",Business Analyst,Remote,Adzuna,IT Jobs,contract,,104000 - 145600,https://www.adzuna.ca/details/5262969456?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5695307664,Sr. Business Analyst JP10739,ManpowerGroup,"Calgary, Calgary region",Business Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5695307664?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5723513757,Innovation & Transformation Business Analyst,NTT DATA,"Burnaby, Greater Vancouver",Business Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5723513757?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5364578022,Capital Markets Business Analyst,Insight Global,"Toronto, Ontario",Business Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5364578022?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5710623184,"Business Analyst, Summer Intern",Canadian Council for Indigenous Business,"Toronto, Ontario",Business Analyst,Remote,Adzuna,IT Jobs,contract,,None - None,https://www.adzuna.ca/details/5710623184?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5474669781,25-179- Business Analyst,Morson,Canada,Business Analyst,Remote,Adzuna,IT Jobs,contract,,176800 - 197600,https://www.adzuna.ca/details/5474669781?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5714820334,Business Analyst - Summer Student,Jori International Ltd.,"Calgary, Calgary region",Business Analyst,Not Specified,Adzuna,Consultancy Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5714820334?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5701730304,Business Analyst - Onsite/Hybrid,Goway Travel,"Lawrence Park, City of Toronto",Business Analyst,Remote,Adzuna,IT Jobs,permanent,,None - None,https://www.adzuna.ca/details/5701730304?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5721985209,"Business Analyst, Financial Applications",Brookfield Renewable,"Parliament Hill, Ottawa",Business Analyst,Remote,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5721985209?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5723867863,Innovation & Transformation Business Analyst,"NTT America, Inc.","Burnaby, Greater Vancouver",Business Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5723867863?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5701293716,Business Analyst - Onsite/Hybrid,Goway Travel Limited,"Toronto, Ontario",Business Analyst,Remote,Adzuna,IT Jobs,permanent,,None - None,https://www.adzuna.ca/details/5701293716?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5631140951,"Business Analyst, Strategic Initiatives",Buckland,"St. Thomas, Elgin region",Business Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,65000 - 90000,https://www.adzuna.ca/details/5631140951?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5699375970,Human Resources Business Analyst,Grand River Hospital,"Kitchener, Waterloo region",Business Analyst,Hybrid,Adzuna,HR & Recruitment Jobs,contract,,None - None,https://www.adzuna.ca/details/5699375970?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5709583899,Operational Technology Business Analyst,Mariner,"Halifax region, Nova Scotia",Business Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5709583899?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5392234848,25-130 - Business Analyst,Morson,"Oshawa, Durham region",Business Analyst,Remote,Adzuna,Accounting & Finance Jobs,contract,,None - None,https://www.adzuna.ca/details/5392234848?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5694201179,Business Analyst Service Sales,Bombardier,"Dorval, Montréal",Business Analyst,Hybrid,Adzuna,Consultancy Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5694201179?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5709674577,"Business Analyst, IT platforms",Planitar,"Waterloo, Waterloo region",Business Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,105000 - 135000,https://www.adzuna.ca/details/5709674577?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5704686080,"Technical Business Analyst, Salesforce",Semtech,"Burlington, Halton",Business Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,95000 - 116000,https://www.adzuna.ca/details/5704686080?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5698372586,Sr. Business Analyst (Payments),CGI,"Toronto, Ontario",Business Analyst,Hybrid,Adzuna,IT Jobs,Not Specified,,65000 - 115000,https://www.adzuna.ca/details/5698372586?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5488107365,IT Business Analyst (Finance),The Redpath Group,"Vaughan, York region",Business Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5488107365?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5725356385,IT Business Analyst (HCM),The Redpath Group,"Vaughan, York region",Business Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5725356385?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5714857993,IT Business Analyst (Finance,REDPATH MINING,"North Bay, Nipissing region",Business Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5714857993?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5723296014,Senior System / Business Analyst,Jobgether,Canada,Business Analyst,Remote,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5723296014?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5725716019,Workday Financials Business Analyst,MUFG Investor Services,"Halifax, Halifax region",Business Analyst,Hybrid,Adzuna,Accounting & Finance Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5725716019?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5707814760,Technical Business Analyst lll,North American Construction Group,"Acheson, Edmonton region",Business Analyst,Not Specified,Adzuna,IT Jobs,contract,,None - None,https://www.adzuna.ca/details/5707814760?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5685203192,Data Scientist,National Bank,Canada,Data Scientist,Not Specified,Adzuna,Accounting & Finance Jobs,Not Specified,,None - None,https://www.adzuna.ca/land/ad/5685203192?se=NoAvQiNO8RGiQtPNZ_Wfag&utm_medium=api&utm_source=08a528aa&v=A3F35B9DFA8F1F6870DB1DDFB9DD77ED9AADAEA5,2026-05-12T12:55:18.600088
adzuna_5713801181,Senior Data scientist,National Bank,Canada,Data Scientist,Not Specified,Adzuna,Accounting & Finance Jobs,Not Specified,,None - None,https://www.adzuna.ca/land/ad/5713801181?se=NoAvQiNO8RGiQtPNZ_Wfag&utm_medium=api&utm_source=08a528aa&v=86F886B6D74C0C0C3D8399FC536C8CDBD5883042,2026-05-12T12:55:18.600088
adzuna_5719900846,Data Scientist,Northbridge Financial Corporation,"Toronto, Ontario",Data Scientist,Not Specified,Adzuna,IT Jobs,permanent,,None - None,https://www.adzuna.ca/details/5719900846?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5722084431,Data Scientist,Cogeco,"Montréal, Québec",Data Scientist,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5722084431?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5329699114,Data Scientist,Targeted Talent,Canada,Data Scientist,Remote,Adzuna,IT Jobs,permanent,,None - None,https://www.adzuna.ca/details/5329699114?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5696995284,Data Scientist,Stripe,"Toronto, Ontario",Data Scientist,Not Specified,Adzuna,Scientific & QA Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5696995284?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5702433496,Data Scientist,Targeted Talent,"Montréal, Québec",Data Scientist,Remote,Adzuna,IT Jobs,permanent,,80000 - 100000,https://www.adzuna.ca/details/5702433496?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5702436691,Data Scientist,Targeted Talent,"Saint John, Saint John region",Data Scientist,Remote,Adzuna,IT Jobs,permanent,,80000 - 100000,https://www.adzuna.ca/details/5702436691?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5702438295,Data Scientist,Targeted Talent,"New Westminster, Greater Vancouver",Data Scientist,Remote,Adzuna,IT Jobs,permanent,,80000 - 100000,https://www.adzuna.ca/details/5702438295?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5702433095,Data Scientist,Targeted Talent,"Halifax, Halifax region",Data Scientist,Remote,Adzuna,IT Jobs,permanent,,80000 - 100000,https://www.adzuna.ca/details/5702433095?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5702433982,Data Scientist,Targeted Talent,"Vancouver, Greater Vancouver",Data Scientist,Remote,Adzuna,IT Jobs,permanent,,80000 - 100000,https://www.adzuna.ca/details/5702433982?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5702438399,Data Scientist,Targeted Talent,"Edmonton, Edmonton region",Data Scientist,Remote,Adzuna,IT Jobs,permanent,,80000 - 100000,https://www.adzuna.ca/details/5702438399?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5702439544,Data Scientist,Targeted Talent,"Calgary, Calgary region",Data Scientist,Remote,Adzuna,IT Jobs,permanent,,80000 - 100000,https://www.adzuna.ca/details/5702439544?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5702438444,Data Scientist,Targeted Talent,"Saskatoon, Saskatchewan",Data Scientist,Remote,Adzuna,IT Jobs,permanent,,80000 - 100000,https://www.adzuna.ca/details/5702438444?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5702424910,Data Scientist,Targeted Talent,"Kitchener, Waterloo region",Data Scientist,Remote,Adzuna,IT Jobs,permanent,,80000 - 100000,https://www.adzuna.ca/details/5702424910?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5702439533,Data Scientist,Targeted Talent,"Ottawa, Ottawa region",Data Scientist,Remote,Adzuna,IT Jobs,permanent,,80000 - 100000,https://www.adzuna.ca/details/5702439533?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5702415612,Data Scientist,Targeted Talent,"Winnipeg, Winnipeg region",Data Scientist,Remote,Adzuna,IT Jobs,permanent,,80000 - 100000,https://www.adzuna.ca/details/5702415612?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5703960066,Data Scientist,Jumpseller,"Toronto, Ontario",Data Scientist,Not Specified,Adzuna,IT Jobs,Not Specified,,90000 - 120000,https://www.adzuna.ca/details/5703960066?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5716159875,Data Scientist,Taseko Mines Limited,"McLeese Lake, Cariboo",Data Scientist,Not Specified,Adzuna,IT Jobs,Not Specified,,102700 - 128300,https://www.adzuna.ca/details/5716159875?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5716259684,Data Scientist,Canfor,"Greater Vancouver, British Columbia",Data Scientist,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5716259684?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5725053057,Data Scientist,Epistemix,Canada,Data Scientist,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5725053057?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5720796822,Data Scientist,Royal Bank of Canada,Canada,Data Scientist,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5720796822?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_4870523495,Data Scientist,V15P1Talonnn,"Toronto, Ontario",Data Scientist,Not Specified,Adzuna,IT Jobs,Not Specified,,4500 - 6000,https://www.adzuna.ca/details/4870523495?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5675506776,Data Scientist,Momentum Financial Services Group,"Toronto, Ontario",Data Scientist,Not Specified,Adzuna,Accounting & Finance Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5675506776?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5719262523,Data Scientist,Targeted Talent,"North Vancouver, Greater Vancouver",Data Scientist,Remote,Adzuna,IT Jobs,permanent,,None - None,https://www.adzuna.ca/details/5719262523?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5720275766,Data Scientist,Targeted Talent,"Québec, Canada",Data Scientist,Remote,Adzuna,IT Jobs,permanent,,None - None,https://www.adzuna.ca/details/5720275766?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5719262817,Data Scientist,Targeted Talent,"Waterloo, Waterloo region",Data Scientist,Remote,Adzuna,IT Jobs,permanent,,None - None,https://www.adzuna.ca/details/5719262817?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5724062803,Data Scientist,Mercor,"Toronto, Ontario",Data Scientist,Remote,Adzuna,IT Jobs,contract,,None - None,https://www.adzuna.ca/details/5724062803?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5649427580,Data Scientist,Fujitsu,"Ottawa, Ottawa region",Data Scientist,Hybrid,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5649427580?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5683541140,Data Scientist,Opendoor,"Toronto, Ontario",Data Scientist,On-site,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5683541140?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5721964842,Data Scientist,Reflow,"Toronto, Ontario",Data Scientist,Remote,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5721964842?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5645357192,Data Scientist,Achievers,"Toronto, Ontario",Data Scientist,Not Specified,Adzuna,IT Jobs,permanent,,108000 - 150000,https://www.adzuna.ca/details/5645357192?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5687812529,Data Scientist,Dropbox,Canada,Data Scientist,Not Specified,Adzuna,"PR, Advertising & Marketing Jobs",Not Specified,,132600 - 179400,https://www.adzuna.ca/details/5687812529?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5720869388,Data Scientist,Highwood Emissions Management,"Calgary, Calgary region",Data Scientist,Remote,Adzuna,"Energy, Oil & Gas Jobs",permanent,,None - None,https://www.adzuna.ca/details/5720869388?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5588266862,Data Scientist,Xsolla,Canada,Data Scientist,Not Specified,Adzuna,Engineering Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5588266862?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5590641591,Data Scientist,Canadian Tire Corporation,"Toronto, Ontario",Data Scientist,Not Specified,Adzuna,IT Jobs,Not Specified,,57000 - 88000,https://www.adzuna.ca/details/5590641591?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
